Data	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)	VENTO VELOCIDADE (m/s)
10-out-2011	5,3	6,2	6,3	5	4,5	3,8	2,9	1,5	1,6	0,8	4,9	3,8	4,7	4,3	5,1	5,5	5,4	6,1	6,8	5,3	5,2	4,3	3,9	4,8
11-out-2011	5,9	6	4,8	4,5	3,7	3,7	2,9	2,2	1,8	1,7	4	4,3	4,6	5,1	5,4	5,8	6,1	6,6	6,4	6,1	6	4,7	6	6,7
12-out-2011	6,6	6,1	4,8	3,6	2,8	3,9	3,1	1,9	1,7	1,6	4,2	4,9	4,8	5	4,5	5,5	5,9	6,1	6,2	6,3	6,1	4,6	4,7	6,1
13-out-2011	6,5	5,3	6,4	4,3	3,8	3,5	2,6	2,4	2	2,4	3	5,5	4,8	6,3	6	6,2	6,3	6,4	6	6,4	6,2	3,9	3,8	4,5
14-out-2011	6,1	5	5,5	5,1	3,6	3,3	3,1	4,1	2	3,3	4,9	5,7	5,2	5,7	6	5,2	5,1	5,4	5,7	5	3,6	3	3	3,3
15-out-2011	3,3	3,8	3,9	4	3,9	3,6	3	1,1	0,8	1,2	2,8	3,8	5,2	4,9	4,8	5,7	5,4	4,9	5,5	6,1	5,8	3,9	5,2	6
16-out-2011	5,3	6,5	5,3	2,9	2,9	2,8	1,7	2,5	2,8	2,5	4,3	4,8	4,9	5,6	5,8	5,2	5,5	7,3	6,6	6,6	5,3	5,5	5,5	5,2
17-out-2011	4,7	5,7	5,4	4,7	2,6	2,5	2,3	2,3	1,9	1,4	3,3	5,2	5,6	5,3	5,7	5,2	6,7	6,4	6,4	5,1	4,9	3,5	3,2	4
18-out-2011	3,9	4,1	3,3	3,2	3,1	2,3	3,2	2,8	3,1	3,8	4,5	5,3	5,5	6	6	5,1	5,8	5,7	5,7	4,7	4,7	4,1	3,7	3,7
19-out-2011	3,1	3,7	2,8	2,9	2	3,5	2	1,8	1,1	0,8	2,8	4,5	4,5	3,9	3,9	4,6	4,2	4,7	4,9	4,4	4,5	3,5	4,2	4,9
20-out-2011	4,3	4,5	4,2	2,7	1,8	2,7	2,1	2,4	1,6	1,2	4,7	4,7	4,9	5	4,5	5,6	5,7	5,5	6,3	6,1	5	3,1	3,1	4,3
21-out-2011	4,7	3,8	3,1	2,9	2,5	2	2	1	2	1,5	4,4	5,4	5,8	6,5	6,3	5,7	5,7	6,5	5,9	6	5,5	3,3	3,7	4,9
22-out-2011	5,3	4,6	2,8	2,8	3,3	3,1	2,6	2,3	1,7	2,1	4,4	4,3	3,8	3,4	2,8	3,8	5,4	6,1	6,8	5	4,9	4,1	3,2	4
23-out-2011	5,8	6,4	4,3	3,2	3,3	3,6	3,5	1,9	1,8	1,7	3	4,2	4,3	3,5	4,2	4,4	5,2	5,9	6,1	6,6	5,5	5,1	4,2	6,8
24-out-2011	5,4	5,4	5,1	4,9	2,7	2,9	2,2	2,1	2,6	3,4	4,7	6,3	4,6	6,1	6,5	6,6	6,4	7,3	8	7,4	5,2	4,2	5,4	5,5
25-out-2011	6,1	6	5,7	5	4,8	4,2	1,9	1,8	1,4	1,7	5,2	5,4	6	5	6,2	7	6,7	7,3	5,3	5,7	5,6	4,3	5,4	6,9
26-out-2011	6,7	6,1	5,4	4,8	4,1	3,3	2,8	1,8	1,3	1,5	5	5,3	6	5,7	5,3	5,9	6,4	7,2	6,4	5,3	4	2,7	3,6	2,6
27-out-2011	3	4,5	4,5	3,6	3,5	1,8	1,8	1,7	1,2	2,6	4,2	4,3	3,7	4,2	5,3	5,2	5,6	6,2	6,4	5,8	5,3	4,9	6	6,8
28-out-2011	6,9	6	4,6	3,8	3,3	3,4	3,4	2,8	2,2	3,2	4,3	5,3	5	4,3	5,6	6,5	6,1	6,6	7,4	6,4	6,3	5,1	6,3	5,8
29-out-2011	5,7	6,8	5,4	4,4	3,6	2,9	2,8	2	1,5	1,8	4,8	4,1	5	6,6	6,4	5,8	5,7	5,7	6,2	5,7	4,8	3,5	3,6	3,7
30-out-2011	4,3	3,8	3,8	3,1	3	2,1	0,8	0,7	1,1	1,2	3,7	3	2,9	3,1	4,4	4,7	4,9	5	5,1	5	4,1	2,9	2,6	3,4
31-out-2011	3,9	4,4	4,2	4,1	3,2	2,9	1,3	0,7	0,9	2,6	4,5	4,1	3,5	3,4	3,1	5,1	5,9	7,2	6,7	6,1	4,8	4,5	4	5,6
01-nov-2011	6	5,5	4,1	2,9	2,2	2,1	2,3	2,1	1,1	2,1	4,9	5,9	6,9	7,2	6,7	5,8	6,2	6,5	6,2	5,9	5,1	4,4	4,6	5
02-nov-2011	4,7	4,5	4,2	3,8	4,7	2,6	2,7	2,4	1,9	2,9	4,8	5,1	5,5	5,9	5,9	6,5	6,7	7,3	5,9	5,9	5	3,1	2,9	3,2
03-nov-2011	2,6	3,3	3,1	2,9	1,4	1	0,9	1,4	0,7	0,7	3,9	4,8	6,6	6,8	6	6,6	6,3	6,9	6,4	6,3	6,4	4,4	4,3	4,4
04-nov-2011	4,5	5,7	4,5	3,2	3,4	3,1	3,1	3	1,4	1,7	5,2	4,4	4,8	3,7	4,7	5,3	5,1	6,8	6,3	6,8	5,9	5,1	4,8	6,2
05-nov-2011	5,8	5,1	6,4	5	4,3	3,1	2,9	2,3	2,6	3,9	4,1	4,3	4,6	4,8	4,9	5	5,4	6,1	6	5,3	5,1	4,6	4,1	7
06-nov-2011	6,2	5,5	4,4	4,4	3,2	1,6	1,2	1,1	1,4	1,6	4,1	3,8	4	4	5,6	4,5	5,6	6	6,6	5,8	5	3,6	3,7	5,1
07-nov-2011	4,9	5,7	4,5	2,3	1,4	1,4	1	1,4	1,4	1,9	4,2	4,1	5,3	5,1	5,4	4,4	6	6,1	6,2	5,7	4,6	4,4	4,8	5
08-nov-2011	5,7	5	3,5	3,7	3,7	3,2	2,4	1,9	1,2	1,9	4,7	5,3	5,1	5,1	4,7	5,4	6,8	7,6	7,1	6,4	5,5	5,6	5,1	6,1
09-nov-2011	6,8	5,9	4	3	2,6	2,4	2	2,5	1,2	2,9	5	5,7	6,4	6,6	7,3	7,5	8,6	7,1	8	8,2	6,7	5,9	5,9	5
10-nov-2011	5,9	4,8	4,4	3,9	3,2	2,5	2,1	3,1	2,5	1,6	4,9	4,8	6,4	4,3	6,5	6,5	7,2	6,6	7,1	7,9	5,8	4,2	5	4,2
11-nov-2011	4,4	4,3	4	2,4	2,1	2,2	2,1	1,5	0,8	1,5	4,7	4,7	5,9	5,7	5,4	5,6	6,4	7,3	7,1	6,1	6	5,1	6,4	6,1
12-nov-2011	3,9	3,5	5,4	4,6	3,7	3,9	2,6	3,2	3,2	3,6	5,4	5,1	7	6,7	5,9	7	8,2	7,4	7,2	7,1	7	5,8	6,2	7,6
13-nov-2011	5,5	6,3	3,6	3,5	3	3,1	2,7	2,2	3,1	4,2	4,1	5	5,1	4,6	4,6	7,2	6,3	7,2	6,8	5,6	4,8	4,7	5,1	5,2
14-nov-2011	5,4	5,1	4,1	3,2	2,4	1,9	0,7	1,1	1,4	1	4,1	4,8	6	5	5,3	5,5	5,7	6,6	7	6,7	5,9	3,1	3,8	5,8
15-nov-2011	4,5	5,6	6,3	4,1	3,3	1,5	2,4	1,6	1,7	1,5	3,3	4,8	5	4,8	6,1	6	6,3	6,9	7,2	6,4	6	5,6	5,6	6,2
16-nov-2011	4,9	4,6	5	4,9	3,6	2,4	1,5	1	1,8	1,6	3,8	4,2	5,6	5,7	5,3	6	6,6	7,1	5,9	6,8	5,9	4,7	4,7	5,6
17-nov-2011	5	4,2	4,1	5,5	4,3	2,5	2,9	1,7	1,1	1,4	5,3	5,3	6	6,1	7	6,8	7,2	6,9	7,4	5,8	5,5	3,6	4,5	4,5
18-nov-2011	4,4	4,6	5,1	3,6	3	1,8	1,5	1,6	1,7	1,1	3,6	5,8	6,1	6,2	7	6,6	6,8	7	6,2	6,1	4,8	3,7	4,1	5,1
19-nov-2011	5,5	4,2	3,8	2,7	2,8	2,9	2,4	1,7	0,9	1,3	4,7	4,5	4,9	5,8	5,3	5,4	5,6	6,9	6	5,9	5,9	4,8	4,5	4,8
20-nov-2011	4,8	5,4	4,5	5	3,9	3,6	3,5	2,5	1,8	2,5	4,9	6,1	5,5	6,6	5,8	5,6	6,2	5,5	6,3	6,6	6,3	5,4	5,8	6,3
21-nov-2011	5,4	4,8	4,4	3,8	2,7	2	1,2	0,9	1,3	2	3,7	5	5	4,8	4,8	6,3	5,8	6,5	6,8	5,5	5,5	5,9	5,7	6,2
22-nov-2011	5,8	5,7	5,6	4,5	4,1	3,4	2,1	1,4	1,6	2,5	4,5	5,1	5,7	6,7	5,7	6,2	7,2	7,4	6,5	6,6	6,5	4,6	5,9	6,1
23-nov-2011	6,4	6,5	6	3,8	3,5	2,8	2,5	2,1	1,8	0,9	3,4	5,2	4,9	5,8	5,6	6,1	6,5	7,4	7,7	7	6,5	5,5	5,5	6,4
24-nov-2011	5,7	4,8	3,6	1,7	1,5	1,3	1,6	0,9	1,7	2,3	4,4	4,4	5,7	3,5	5,3	5,2	6,4	6,7	6,4	6,2	5,5	4,9	6,2	6,8
25-nov-2011	6,9	7,1	6,3	5	4,8	3,4	2,4	3,1	2,2	2,7	5,1	6,1	5,4	5,3	6	5,9	6,5	5,8	6	6,7	6,2	4,5	4,5	5,2
26-nov-2011	5,4	6,1	4,1	3	1,9	1,4	1,2	0,4	2	1,3	3,3	4,4	4,5	4,9	6,5	6,2	6	6,7	6,3	4,9	5,3	3,8	3,3	3,8
27-nov-2011	4,3	4,7	3,2	2,8	2,6	2,7	1,9	1,6	2	2,8	4,4	5,5	4,9	5,7	4,9	4,7	5	5,7	5,9	5,5	5,2	4,6	4,4	3,9
28-nov-2011	6,1	6,5	5,8	6,1	4,6	4,1	3,3	3,3	3	3,6	4,6	5,2	5,1	5,2	4,7	4,8	6,7	6,4	6,3	6,8	5,9	5,5	5,9	6,9
29-nov-2011	6	6,1	6	5,4	3,9	3	2,1	1,3	1,5	2	5,4	5,4	5,8	5,8	5,4	5,8	6,3	6,5	6,8	6,6	6,3	5,8	5,5	6,8
30-nov-2011	6,6	6	5,9	4,3	3,8	2,7	2,7	2,4	1,8	2,5	4,7	6,1	7,2	6,9	5	5,5	6,1	6,9	5,7	6	5,5	4,9	4,8	5,9
01-dez-2011	6,6	4,6	4,7	3,7	2,8	2,6	2,8	2,4	1,3	1,3	5,1	5,2	4,3	5,7	5,3	4,8	5,7	5,8	6,4	5,6	5	4,5	6,2	6,1
02-dez-2011	6,2	5,4	5,2	2,8	2,2	1,8	1,7	1,4	1	1,3	2,9	5,5	5,6	6,4	5,7	5,1	6	6,2	6,1	5,4	6	6	5,4	4,1
03-dez-2011	4,9	4,2	5,2	4,3	2,4	1,5	0,9	0,9	1,1	1,1	3,6	4,7	5,7	6	6,5	6,3	5,1	5,5	6,3	6	5,2	3,5	4	3,9
04-dez-2011	4,9	3,5	5,2	3,8	3,3	2,4	1,9	1,4	0,8	1,5	3,8	5,8	5	6,4	6,2	6,7	7,3	6,8	7,8	6,7	5,5	4,6	5	5,5
05-dez-2011	6,5	5,5	6,2	4,4	4,8	3,3	2,5	2,7	1,8	1	3,9	5,1	4,2	5,2	6,4	6	6,5	6,6	7,3	7,8	7	5,3	6,7	6,7
06-dez-2011	5,5	5,2	5,5	3,6	3,2	2,6	2,2	1,4	1,9	2,6	3,7	5,1	5,5	5	5,7	5,6	6,4	6,5	6,5	5,9	6,3	5,8	6,5	7,5
07-dez-2011	7,7	6,5	6,4	4,4	3,7	2,9	1,7	1,5	1,6	2,6	4,7	6	6,5	4,8	5,9	6,1	6,6	6,4	6,8	6,8	5,2	4,8	5,6	6,7
08-dez-2011	6,2	5,3	5	4,4	4,2	3,4	2,8	2,7	1,8	1,3	4,6	4,4	6,2	6,1	5,2	6,1	5,9	6,4	6,3	5,5	6	3,7	3,5	4
09-dez-2011	4,7	5,5	5,6	4,5	4,1	4,2	3,3	2	2,1	1,7	3,8	3,9	5	4,8	5,6	5,8	6,5	6,3	6,5	6,1	5,5	5	4,9	5,6
10-dez-2011	5,5	7,1	5,3	4,3	3,9	2,9	1,5	1,7	1,9	1,1	4,6	4,6	5,7	7,1	6,3	6,3	6,9	6,6	6,3	6,3	5,8	4,2	5,7	5,3
11-dez-2011	5,2	4,7	4,2	4,6	3,2	3,1	4	2,7	3,3	1,9	4,8	5,1	5,7	6,5	6,4	6,1	5,4	5,9	4,9	5,7	4,6	3,7	3	2,6
12-dez-2011	2,6	2,2	1,6	1,9	1,5	1,6	1,2	0,5	0,3	1	1,5	4,2	4,7	5,6	5,9	6,5	6,4	6,1	6,2	5,3	4,6	3,8	4,3	4,3
13-dez-2011	3,9	3,9	3,8	4,1	3,7	2,4	1,2	1,8	1,2	1,4	3,1	3,6	4,8	6,3	6,9	7,1	7,1	7,3	7,8	5,8	5,6	5,4	5,3	5,2
14-dez-2011	5,7	4,9	5	5,5	3	2,3	2,5	2,3	1,8	1,3	3,5	6,2	5,5	6,5	5,8	6,3	6,8	6,1	6,7	6,8	6,6	6	4,5	5,1
15-dez-2011	5,8	4,8	4,4	3,8	2,4	1,2	2,2	1,1	2,1	1,5	3,9	3,7	5,6	6,8	6,8	7,2	6,4	7	6,9	7	7	5,5	6	6
16-dez-2011	6,5	5,3	5	3,7	1,9	1,6	2,2	1,4	1,7	1,3	4,8	5,7	6,4	6,8	6,3	6,5	7,1	6,7	6,5	6,6	6,8	5,4	4,6	6,5
17-dez-2011	6,9	6,7	4,6	3,9	3,1	3,8	3,1	2,3	2,5	3,3	5,1	6,2	5,6	5,7	6,6	6,3	6,9	7,3	7,3	6,9	5,3	5,3	5,4	6,2
18-dez-2011	7	5,8	5,7	2,4	3,7	3,2	2,7	1	0,9	1,2	2,8	4,1	3,5	3,6	4,8	4,7	6	5,6	7	6,7	6,2	5,6	5,1	5,5
19-dez-2011	6,4	5,7	6,3	5,2	4,5	4,1	2,1	2,2	1,8	2	3,7	4	4,5	4,2	4,4	4,8	6,3	7	6,4	7	5,2	4,7	3,7	5,2
20-dez-2011	5,2	5,7	4,9	3,7	2,5	2,2	2,2	2,2	2,4	2,6	3,9	4	3,7	4,8	5,4	5,8	7	6,3	6,9	6,6	6,2	5,5	5,9	6,4
21-dez-2011	5,8	4,9	6,6	5,3	4,1	3,4	2	1,6	1,2	1,4	3,5	4,5	4,7	5,6	7	6,7	7,4	7,1	7,1	6,6	5,5	5	4,9	5,6
22-dez-2011	5,9	5,7	4,9	4,5	4,1	3,1	5,5	1,7	1,8	2	2,4	5,7	4,3	6	5,4	5,7	5,8	6,2	5,5	6	5,6	5,2	5,3	5,1
23-dez-2011	5,2	5,4	4,9	3,2	1,9	2,5	2,1	3	2,9	2	3,6	5,4	4,6	6,2	6,7	6,2	5,7	7	6,7	6,4	6,3	5,5	5,8	6,5
24-dez-2011	6,4	5,4	5,2	5,5	3,6	2,4	2,3	1,9	1,3	1,5	3,8	4,3	5,3	5,1	5,1	4,6	5,1	6,3	6,7	5,9	5,3	4	4,4	6,1
25-dez-2011	5,6	5,7	4,5	3,9	3,1	2,1	2,4	0,9	1	1,1	1,5	3,1	5,7	6,2	5	5,6	8	5,1	5,3	5,8	4,7	4	4,6	3,9
26-dez-2011	5,2	4,6	3,4	2,3	1,5	2,5	1,5	2,3	1,3	1,3	3,6	5,1	5,3	5,1	5,2	5,6	5,2	5,9	5,5	5,3	4,9	4,5	4,2	6
27-dez-2011	5,9	6,6	6	4,3	3,6	3,1	2,9	2,5	2,1	1,6	4,2	3,6	4,4	3,2	3,6	4,2	5,3	5,3	6	6,2	5,1	3,6	2,8	3,6
28-dez-2011	4,9	4,6	5	4,7	4,1	2,5	1,4	1,4	1,1	1,4	2,8	3,1	4	5,3	5	5,6	5,6	5,5	5,3	4,6	4,5	3,8	3,2	2,8
29-dez-2011	3,2	3,8	3,7	3,5	2,7	2,7	2,8	1,4	1,4	0,9	2,3	4,2	5,6	5,6	5,3	5,6	5,5	6,1	5,9	5,3	6	5	4,3	4,6
30-dez-2011	4,7	4,4	3,6	3,6	4,3	4	2,4	1,4	1,4	2,1	4	5,3	5,4	5,8	6,5	5,2	5,6	5,9	6,2	6,1	6,1	5,4	4,9	5,5
31-dez-2011	6,4	5,7	5,3	3,5	2,6	3,1	1,8	0,8	1,6	1,4	4,3	4,3	5,6	6,1	6,2	6,5	6,1	6,6	6,6	6,2	5,9	5,3	4,5	5,3
01-jan-2012	4,8	5,4	4,5	5,1	4	3,3	3	3,7	1	1,3	3	3,8	5,9	5,8	5,7	6,1	5,8	5,2	5,5	5,8	5,8	4,3	3,9	4,2
02-jan-2012	3,9	3,7	2,9	2,6	2,2	3	2,2	2,3	1,1	1,1	1,3	4,8	5,3	6	5,8	6	5,4	5,1	5,9	5,6	5,1	3,9	2,9	2,6
03-jan-2012	3,3	3	4,3	3,8	4,2	3,9	1,9	2,1	1,4	1,7	2,7	3,9	3,4	3,9	4,4	5,3	4,7	5,2	5,4	5,4	5	4	4,5	4,5
04-jan-2012	5	5,5	5,7	4,8	5,2	4,7	2,5	2,7	3,3	2,7	2,9	3,9	5,6	5,5	6	5,3	6,5	7,3	7,3	7,2	5,8	4,5	4,5	3,6
05-jan-2012	3,8	4,7	3,3	3,9	2,2	2,9	2,2	1,7	0,9	0,7	3,1	3,8	4,8	6,1	6,8	6,7	6,5	6	5,5	5,6	5,4	5,3	4,9	5,2
06-jan-2012	5	4,2	4,4	3	2,6	1,5	1,9	2,1	1,7	1,3	3,9	5,7	5,7	5,8	7,2	6,8	6,4	6,2	5,6	5,9	5	4,4	4,3	3,9
07-jan-2012	4,5	4,9	3,8	5,1	2,1	2,8	2,2	2,7	1,1	1,9	3,9	5,1	5,2	5	5,3	4,7	5,8	5,9	5,9	5,3	4,9	3,9	3,6	5,7
08-jan-2012	6,2	6,3	4,6	4	3	3,1	2,7	3,3	1,7	0,8	1,9	3,9	3,5	5	5,4	6,7	6,3	6,8	6,6	7,5	7,4	6,5	5,9	6
09-jan-2012	5,7	6,1	7,3	6	5,7	4,7	2,8	2,9	3,5	3	2,5	4,5	3,8	4,4	4,9	5,2	6,3	6,5	7,5	6,5	5,7	5,7	7,1	7,4
10-jan-2012	7,4	6,2	4,1	2,8	2	1	1,6	1,4	1,1	1,3	2,8	5,1	5,4	6	5,7	6,4	6,7	7,7	7	6,8	6,9	5,7	5,3	6,6
11-jan-2012	7,2	6,5	6,8	6,3	5,1	4,5	3,5	3,4	2,1	2	3	4,2	4,7	5	5,3	5,2	4,8	5,9	7,1	6,7	6	5,7	4,6	4,5
12-jan-2012	5,9	4,6	3,6	2,3	3	2,7	1,6	1,4	1,7	1,3	2,7	4,7	4,7	4,4	4,2	4,6	5,2	6,1	6	6,9	6,9	4,8	4,1	4,4
13-jan-2012	5,9	6,4	6,4	4,5	3,6	3,2	2,3	3	2,3	1,7	3,9	4,5	3,8	4,9	5,3	5,8	5,9	6,4	6,8	6,1	6,5	4,1	5,5	5,8
14-jan-2012	5,4	5,5	4,3	3,3	3,3	2,4	1,9	0,8	1,2	1,2	3,8	5	4,6	5	5,8	5,5	5,9	6,2	6,8	6,7	6,1	4,6	4,4	6
15-jan-2012	5,9	4,4	3,6	3,5	3,6	3,1	3,1	3	2	1,4	2,5	5,2	6,4	6,3	6	6,2	6,4	6,6	6,6	6,5	5,7	4,8	5,3	6,8
16-jan-2012	5,9	5,7	4,4	4,8	3,4	2,4	1,9	1,8	2,3	1,7	2,8	4,1	4,1	4,6	3,8	4,5	4	5	3,9	4,6	4,5	2,7	3,1	3
17-jan-2012	2,8	4,2	5	4,2	3,5	2,5	3,2	1,9	1,6	1,3	2,7	3,9	4	4,4	4,9	4,2	5,6	5,1	5	5,4	5,1	4	4,4	4,3
18-jan-2012	3,6	4,4	4,4	3,8	2,8	1,8	2,6	2,5	1,7	1,8	3,1	3,3	5	3,9	5,2	5	5,2	5,5	6	5,6	5,2	5,2	4,3	5,1
19-jan-2012	5,5	5,2	4,5	3,8	2,4	2,4	1,2	1,2	1,9	1,3	1,6	3,8	3,8	3,8	5,1	5,2	4,7	4,4	5,1	6,2	4,8	4,4	3,7	3,7
20-jan-2012	4,1	4,5	3,9	1,2	0,6	0,7	0,2	0,3	0,9	0,9	1,9	4,2	4	4,9	5,8	5	5,9	6,1	6,5	6,9	6,3	4,9	4,9	5,3
21-jan-2012	5	6,4	5,8	2,9	3,3	1,6	1,5	1,7	1,7	1,8	2	2,7	3,6	3,9	4,5	4,7	5,1	5,6	6	5,9	6,5	4,1	3,9	5,1
22-jan-2012	5,8	5,6	4,7	2,5	1,3	1	1,1	1,3	0,9	0,9	1,9	4,2	5,3	4,1	4,8	4	4,6	4,3	4,8	5,6	5	4,2	3,5	3,8
23-jan-2012	3,9	3,3	1,1	1,1	0,8	1,2	1,1	1	0,8	0,6	2,5	3,1	3,9	3,6	4	3,7	4,1	4,7	5,1	5,1	4,7	5,1	4,4	5,3
24-jan-2012	5,2	6,3	6,1	3,9	3,3	2,4	2,8	1,6	1,2	0,9	3,1	3,3	3,1	4,3	6	6,8	7,3	5,7	6,5	6,2	5,1	5,3	4,9	5,4
25-jan-2012	5,2	5,3	4,6	3,2	3,3	2,6	1,9	1,5	1,1	1	2,6	4,9	5,6	5,9	5,6	5,9	7	6,1	6,7	6	6,8	5,4	6,2	6
26-jan-2012	6,9	6	4,5	2,4	1,4	2,2	2,2	1,8	1,1	0,7	2,8	4,2	4,4	4,3	3,1	4,3	5,8	6,7	6,6	7	5,2	5,2	4,8	5,3
27-jan-2012	6	5,9	5,2	3,5	2,5	2,1	2,7	2,7	2,1	2,5	2,8	3,4	3,7	3,9	4,8	4,4	5,6	5,1	4,9	5,2	4,7	4,3	3,8	5
28-jan-2012	4,6	6,5	5,1	4,2	4,5	3,1	2,2	2,6	2	1,9	2,8	3,8	3,8	3,6	4,3	4	5,4	5,8	6,5	6,8	6,1	5,3	5,4	6,3
29-jan-2012	7	5,3	5,2	5,1	3,5	2,2	2,1	1,7	1,9	1,6	2,4	5,4	5,9	6,3	6,3	5,8	5,4	6,5	6,2	6,4	5	3,8	4,3	3,2
30-jan-2012	4	5,2	4,1	4	3	2,6	2,5	2,6	2,6	3,5	4,9	5,6	5,9	6,6	6,3	6,1	5,6	5,1	5,3	5,5	5,6	4,3	2,2	2,4
31-jan-2012	3,6	4,7	4,9	2,9	2	1,9	1,5	1,5	1,1	0,8	2,1	4,3	4,7	6,2	6,2	5,5	5,2	5,6	6,4	6,5	4,7	4,8	4,5	5,1
01-fev-2012	6	6,5	6	4,7	4	3,1	2	1,5	2,1	1,9	2,7	4,8	5,1	5,5	6,1	5,7	5,5	5,4	5,9	6,7	6,5	4,5	5,2	6,5
02-fev-2012	8	6,5	6,3	5,5	3,9	2,9	4,3	3,3	2,2	2,4	3,7	4,9	4,8	5,1	5,5	5,7	5,9	7	7,7	6,5	6,2	4,9	5,2	6
03-fev-2012	6,2	6,3	5,9	4,5	2,8	2,5	5,1	2,4	1,3	1,8	2	4,9	5,5	6	7	6,3	6,2	6,3	7,2	7,6	6,5	6,4	5,5	6,4
04-fev-2012	6,1	6,6	5,8	4,2	3	2,2	2,8	2,1	1,3	1,1	2,5	3,3	5,4	5,5	6,8	6,3	6,2	7,4	6,9	7,4	6,8	5,3	5,7	5
05-fev-2012	6,3	5	2,3	4,8	5,1	3,7	3,4	1,9	1,2	1,7	2	4,8	6,1	5,1	6,1	5,9	6,7	6,7	6,7	7,3	6,6	5,8	6,4	5,8
06-fev-2012	5,8	5,2	4,7	3,9	3,6	3,3	2,6	0,7	0,9	1,7	2,9	3,8	5,4	4,7	4,2	4,7	4,1	5,8	6,4	5,1	4,2	3,2	2,2	2,3
07-fev-2012	5,8	4,6	3,4	4,5	2,7	2,4	1,4	0,9	1,4	2,2	1,7	3,9	4,6	4,4	4,1	6,1	6,2	5,6	5,8	5,7	5,8	3,9	4,3	5,1
08-fev-2012	6	5,4	3,8	2,2	0,9	2,2	1,2	1,2	1,4	0,4	2,8	4,1	4,6	5,1	5,4	5	5,9	6,6	5,6	5,8	5,9	6	4,5	4,3
09-fev-2012	4,4	4,1	3,7	4,4	3,7	2,2	2,6	2	1,4	0,6	2,4	4,1	4,7	4,3	5,7	5,3	5,5	4,7	5,3	5,2	5,2	4	3,8	3,2
10-fev-2012	3,1	3,4	4	3,4	2,7	2,4	0,8	0,9	1,1	0,9	1,6	3	4,4	4,3	5,9	6,1	5,6	5,7	5,8	5,6	5,1	3,9	3,8	3,7
11-fev-2012	4,1	4,1	4	4,1	2,5	2,2	2,3	1,6	1,9	0,9	1,5	5,1	3,9	4,6	5,3	5,2	5,3	5,6	6,9	7,1	5,7	3,4	3,9	4,3
12-fev-2012	5,5	7,4	5	4,5	2,7	1,6	2	1,5	1,1	1	0,4	2,9	3,8	4,5	3,3	4,6	4,3	4,9	5,2	5,2	4	4,2	5	4,2
13-fev-2012	6,1	5,5	4,9	3,4	3,3	3,2	3,5	2,6	1,9	2	3,6	5,1	5,3	5,8	6,8	6,2	6,2	5	6,2	2,1	1,6	3	2,6	3,1
14-fev-2012	3,4	3,4	2,6	2,2	2,3	3	2	2,2	2,1	0,5	2,2	3,8	3,7	4,1	4	4,5	5,9	6,2	5,8	5,9	5,8	4,6	4	5
15-fev-2012	6	5,4	5,7	4,3	3,1	2,4	1,8	1,3	1,3	1,2	2,8	3,7	4	2,9	3	2,8	5,4	5,3	4,7	5,6	4,3	3,6	4	3,7
16-fev-2012	3,7	3,8	3,8	3,9	3,6	3	1,9	2,8	2,4	0,3	1,8	2,9	2,1	1,6	3,6	2,5	2	3,3	5,3	5,8	5,3	4	4,1	5,2
17-fev-2012	3	2,8	1,7	1,3	1,2	0,8	1,1	0,5	0,9	1	1,5	0,8	0,5	0,7	1	1,7	1,5	1,3	1,8	3,5	2,8	1,5	1,9	1,2
18-fev-2012	0,9	2,4	0,9	0,7	1,1	1,4	2	1,5	1,4	5,4	1	0,8	1,1	1,8	3,4	5,8	6	5	5,6	4,7	4	2,7	2,1	1,4
19-fev-2012	1,1	0,5	0,7	0,9	1,1	1,6	1,4	0,5	1,3	0,6	0,7	1	1,2	1,8	2,7	4,3	1,7	1,4	2	1,8	1,3	1,8	0,8	0,5
20-fev-2012	0,4	0,8	0,1	0,8	0,2	0,3	0,6	0,9	0,9	1	1,9	2,3	3,3	3,6	4,3	3,3	1,4	4,5	3,1	3,9	4	3,9	0,8	1,3
21-fev-2012	1,2	1,5	4,5	3,1	3,9	2,3	1,2	3,1	2,1	1,4	0,8	2,2	2,8	3,5	3,4	2,8	3	3,7	4,3	4,3	4,5	3,6	2,5	2,1
22-fev-2012	2,9	3,9	3,7	2,4	2,3	1,8	1,2	1	0,7	0,6	1,2	4,4	4,2	3,6	4,4	4,3	4,4	5,1	5,6	5,1	5,1	4,6	4,8	4,2
